5,DL_PUSC_Burst_Allocation_in_Other_Segment_IE,1,0,0,0.8511,other,4
5,relinquish_special_privs_perm,6,0,0,0.8471,special,4
4,setsockopt,2,1,4,0.8421,setsockopt,2
5,dissect_rev_qosinfo,1,0,0,0.8394,rev,4
3,strcspn,15,0,0,0.8333,strcspn,5
4,gtk_tree_sortable_set_sort_column_id,6,0,0,0.8333,sortable,2
5,capture_input_closed,2,0,0,0.8333,closed,2
5,frsrpc_dissect_element_FrsVerifyPromotionParent_parent_password,1,0,0,0.8302,password,4
3,DropSetting,2,0,0,0.8182,setting,3
4,gtk_text_buffer_get_selection_bound,3,0,0,0.8163,bound,4
3,OidInputFunctionCall,8,0,0,0.8117,input,5
5,g_strsplit,39,6,19,0.8088,split,5
0,ap_remove_loaded_module,1,0,0,0.8,loaded,2
2,add_join_natural,6,0,0,0.8,natural,2
3,ginPrepareDataScan,2,0,0,0.8,prepared,2
3,make_native_path,2,0,0,0.8,native,3
3,StoreConstraints,1,0,0,0.8,constraints,4
4,sysconf,3,0,0,0.8,sysconf,4
4,command_add_subcommand,22,0,0,0.8,subcommand,1
5,dissect_ehdr,2,0,0,0.8,hdr,4
5,call_dissector_through_handle,2,0,0,0.8,through,2
5,dissect_a21_cause,1,0,0,0.8,cause,1
5,feed_eo_smb,4,0,0,0.8,feed,2
5,srvsvc_dissect_element_NetSrvInfo502_irpstacksize,1,0,0,0.8,stacksize,2
4,g_signal_connect_object,289,0,0,0.7979,connect,5
2,connection_commit,1,0,0,0.7973,commit,5
2,real_maybe_null,37,0,0,0.7971,maybe,5
5,strspn,7,0,0,0.7895,strspn,3
5,init_process_policies,8,0,0,0.7869,process,5
5,getKindFromId,1,0,0,0.7841,kind,3
5,tvb_ensure_bytes_exist,775,0,0,0.7826,exist,3
3,GetCurrentCommandId,17,0,0,0.7779,command,5
5,lsarpc_dissect_struct_lsa_StringLarge,21,0,0,0.7778,large,4
2,set_n_backup,2,0,0,0.7742,backup,4
3,contain_mutable_functions,7,0,0,0.7742,mutable,2
5,rpc_proc_name,2,0,0,0.7725,proc,5
3,output_escaped_str,5,0,0,0.7692,escaped,4
5,dissect_AlarmUserStructure,2,0,0,0.7692,structure,5
5,inflateEnd,11,0,0,0.7647,inflate,5
3,transformTopLevelStmt,5,0,0,0.7626,stmt,1
5,proto_tree_add_bits_ret_val,117,5,12,0.7586,ret,1
5,hd_deflate_should_indexing,1,0,0,0.7586,deflate,4
5,parseRegisteredServer,1,0,0,0.7551,server,5
4,g_type_check_instance_is_a,4423,0,0,0.7529,check,5
0,apr_file_dup2,4,0,0,0.75,dup2,3
2,init_archive_reader,5,0,0,0.75,reader,3
2,init_glob_errs,2,0,0,0.75,glob,2
2,mysql_reconnect,5,2,8,0.75,reconnect,3
2,show_slave_hosts,1,0,0,0.75,hosts,2
2,pack_screens,2,0,0,0.75,screens,1
