Software,Function name,Called time,Log time,Log Level,Weight,Keyword
0,__builtin___memset_chk,351,0,0,0.0456,in
0,apr_palloc,886,1,3,0.0618,apr
0,__builtin_object_size,572,0,0,0.0522,size
0,getrlimit,1,0,0,0.0000,getrlimit
0,ap_log_error_,668,0,0,0.1142,error
0,__error,92,6,22,0.1142,error
0,ap_getword_conf,98,1,4,0.3595,word
0,strcasecmp,668,36,114,0.1539,strcasecmp
0,atol,16,1,3,0.4800,atol
0,geteuid,10,4,16,1.0435,geteuid
0,apr_array_make,184,0,0,0.0678,make
0,apr_hook_sort_register,62,0,0,0.1148,hook
0,apr_array_push,262,1,4,0.0618,apr
0,apr_hook_debug_show,62,0,0,0.1148,hook
0,apr_proc_create,12,4,16,0.5104,proc
0,strrchr,51,3,10,0.4264,strrchr
0,apr_psprintf,360,2,6,0.0618,apr
0,apr_pstrdup,391,3,10,0.0618,apr
0,apr_procattr_cmdtype_set,8,0,0,0.5104,proc
0,ap_run_get_suexec_identity,2,0,0,0.1186,get
0,ap_unix_create_privileged_process,1,0,0,0.3175,process
0,apr_proc_mutex_name,1,0,0,0.5104,proc
0,strcmp,431,43,133,0.8676,strcmp
0,proc_mutex_mech,1,0,0,0.5714,mech
0,apr_os_proc_mutex_get,1,0,0,0.5283,os
0,semctl,1,0,0,0.0000,semctl
0,apr_proc_mutex_lockfile,1,1,4,0.5104,proc
0,chown,3,2,8,2.0000,chown
0,apr_os_global_mutex_get,1,0,0,0.5283,os
0,ap_unixd_set_proc_mutex_perms,2,1,4,0.5104,proc
0,apr_socket_accept,2,2,8,0.7075,accept
0,apr_pollset_remove,5,3,12,0.2222,poll
0,apr_atomic_read32,20,0,0,0.5243,atomic
0,ap_queue_info_get_idlers,4,0,0,0.1186,get
0,apr_pollset_add,12,5,18,0.2222,poll
0,apr_socket_close,40,1,4,0.6230,socket
0,ap_queue_info_term,1,0,0,0.0822,ap
0,pthread_kill,1,0,0,0.1014,pthread
0,wakeup_listener,2,0,0,0.2883,listener
0,ap_queue_interrupt_all,2,0,0,0.2671,all
0,close_worker_sockets,1,0,0,0.1298,close
0,ap_run_child_status,4,0,0,0.3758,status
0,ap_register_extra_mpm_process,1,0,0,0.3175,process
0,apr_pool_destroy,94,0,0,0.0618,apr
0,event_note_child_killed,3,0,0,0.2326,killed
0,exit,93,0,0,0.0159,exit
0,clean_child_exit,11,0,0,0.1342,child
0,apr_atomic_dec32,5,0,0,0.5243,atomic
0,ap_start_shutdown,1,0,0,1.1036,start
0,ap_start_restart,1,0,0,1.1036,start
0,ap_fatal_signal_setup,2,0,0,0.0822,ap
0,sigaction,13,8,32,0.0000,sigaction
0,__sigbits,3,0,0,0.0297,bits
0,apr_socket_timeout_set,32,3,12,0.6230,socket
0,apr_table_get,354,37,114,0.1383,table
0,apr_time_now,101,0,0,0.1905,now
0,apr_atomic_inc32,8,0,0,0.5243,atomic
0,apr_thread_mutex_lock,35,1,4,0.1811,thread
0,apr_thread_mutex_unlock,42,1,4,0.1811,thread
0,apr_pool_clear,40,0,0,0.0618,apr
0,ap_push_pool,10,0,0,0.0822,ap
0,ap_start_lingering_close,2,0,0,1.1036,start
0,start_lingering_close_common,2,0,0,1.1036,start
0,apr_socket_shutdown,2,0,0,0.6230,socket
0,ap_get_conn_socket,9,0,0,0.6230,socket
0,ap_run_suspend_connection,1,0,0,0.2301,connection
0,ap_run_resume_connection,1,0,0,0.2301,connection
0,notify_resume,2,0,0,0.0000,notify
0,apr_pool_cleanup_register,56,0,0,0.0618,apr
0,ap_create_sb_handle,1,0,0,0.2200,create
0,apr_bucket_alloc_create,3,0,0,0.2632,bucket
0,ap_run_create_connection,4,0,0,0.2301,connection
0,apr_bucket_alloc_destroy,2,0,0,0.2632,bucket
0,apr_pool_pre_cleanup_register,2,0,0,0.2184,pre
0,ap_update_vhost_given_ip,2,0,0,0.0822,ap
0,ap_run_pre_connection,5,0,0,0.2301,connection
0,ap_log_cerror_,106,0,0,0.1142,error
0,ap_run_process_connection,3,0,0,0.3175,process
0,ap_update_child_status_from_conn,3,0,0,0.3758,status
0,notify_suspend,4,0,0,0.0000,notify
0,start_lingering_close_blocking,1,0,0,1.1036,start
0,signal_threads,9,0,0,0.2917,threads
0,disable_listensocks,3,0,0,0.3030,listen
0,ap_close_listeners,4,0,0,0.1298,close
0,ap_update_child_status_from_indexes,6,0,0,0.3758,status
0,kill,13,0,0,0.0309,kill
0,sigprocmask,1,0,0,0.0000,sigprocmask
0,apr_socket_opt_set,29,21,84,0.6230,socket
0,ap_queue_push_timer,1,0,0,0.0822,ap
0,ap_queue_push,2,2,8,0.0822,ap
0,ap_queue_info_wait_for_idler,1,0,0,0.1667,wait
0,ap_queue_info_try_get_idler,1,0,0,0.1766,try
0,apr_skiplist_alloc,1,0,0,0.1632,skip
0,apr_skiplist_insert,1,0,0,0.1822,insert
0,apr_socket_recv,8,0,0,0.6230,socket
0,apr_thread_pool_get,1,0,0,0.1811,thread
0,free,24,0,0,0.0130,free
0,init_pollset,1,1,4,0.2222,poll
0,unblock_signal,2,0,0,0.0123,signal
0,apr_signal,14,0,0,0.0618,apr
0,close_listeners,3,0,0,0.1298,close
0,check_infinite_requests,1,0,0,0.1429,requests
0,apr_skiplist_peek,3,0,0,0.1632,skip
0,apr_pollset_poll,5,4,16,0.2222,poll
0,apr_skiplist_pop,1,0,0,0.1632,skip
0,push_timer2worker,1,0,0,0.0990,worker
0,get_worker,2,0,0,0.1186,get
0,start_lingering_close_nonblocking,2,0,0,1.1036,start
0,push2worker,1,1,4,0.0990,worker
0,process_lingering_close,1,0,0,0.3175,process
0,ap_log_assert,40,0,0,0.0822,ap
0,enable_listensocks,2,0,0,0.3030,listen
0,ap_pop_pool,1,1,4,0.0822,ap
0,apr_allocator_create,1,0,0,0.2200,create
0,apr_allocator_max_free_set,1,0,0,0.0759,allocator
0,apr_pool_create_ex,71,3,12,0.2200,create
0,apr_allocator_owner_set,1,0,0,1.0345,owner
0,apr_pool_tag,17,0,0,0.2898,tag
0,process_timeout_queue,5,0,0,0.3175,process
0,ap_get_scoreboard_process,8,1,4,0.3175,process
0,ap_queue_term,1,0,0,0.0822,ap
0,apr_thread_exit,3,0,0,0.1811,thread
0,apr_os_thread_current,4,0,0,0.5283,os
0,ap_queue_info_set_idle,1,1,4,0.0822,ap
0,ap_queue_pop_something,1,0,0,0.0822,ap
0,process_socket,1,0,0,0.6230,socket
0,ap_malloc,9,0,0,0.0822,ap
0,apr_thread_create,3,3,12,0.2200,create
0,apr_os_thread_get,1,0,0,0.5283,os
0,ap_queue_init,1,1,4,0.0880,it
0,ap_queue_info_create,1,1,4,0.2200,create
0,apr_thread_mutex_create,13,5,20,0.2200,create
0,apr_pollset_create_ex,1,0,0,0.2222,poll
0,apr_pollset_create,6,6,23,0.2222,poll
0,apr_pollset_method_name,1,0,0,0.2222,poll
0,create_listener_thread,1,0,0,0.2883,listener
0,apr_sleep,25,0,0,0.0618,apr
0,apr_thread_join,3,3,12,0.1811,thread
0,getpid,25,2,8,0.0000,getpid
0,ap_fatal_signal_child_setup,1,0,0,0.1342,child
0,ap_reopen_scoreboard,1,0,0,0.2963,reopen
0,ap_run_drop_privileges,2,0,0,0.2187,drop
0,apr_skiplist_init,1,0,0,0.1632,skip
0,apr_skiplist_set_compare,1,0,0,0.3125,compare
0,ap_run_child_init,1,0,0,0.1342,child
0,apr_setup_signal_thread,1,1,4,0.1811,thread
0,ap_calloc,5,0,0,0.8824,calloc
0,apr_threadattr_create,1,0,0,0.2200,create
0,apr_threadattr_detach_set,1,0,0,0.1811,thread
0,apr_threadattr_stacksize_set,1,1,4,0.2857,stacksize
0,apr_signal_thread,1,0,0,0.1811,thread
0,join_start_thread,2,0,0,1.1036,start
0,join_workers,2,0,0,0.1176,workers
0,ap_mpm_podx_check,1,0,0,0.1531,x
0,set_signals,2,0,0,0.0311,set
0,event_note_child_started,2,0,0,0.1342,child
0,child_main,2,0,0,0.1342,child
0,fork,2,2,8,0.9901,fork
0,event_note_child_lost_slot,1,0,0,0.4730,slot
0,make_child,3,0,0,0.1342,child
0,ap_mpm_podx_signal,1,0,0,0.1531,x
0,ap_wait_or_timeout,1,0,0,0.1913,timeout
0,ap_process_child_status,2,0,0,0.3758,status
0,ap_find_child_by_pid,1,0,0,0.5053,by
0,ap_unregister_extra_mpm_process,3,0,0,0.3175,process
0,apr_proc_other_child_alert,1,0,0,0.5104,proc
0,startup_children,2,0,0,0.2857,children
0,perform_idle_server_maintenance,1,0,0,0.4067,server
0,ap_log_pid,1,0,0,0.4412,pid
0,ap_run_pre_mpm,1,0,0,0.2184,pre
0,ap_get_server_description,8,0,0,0.4067,server
0,ap_get_server_built,6,0,0,0.4067,server
0,ap_log_command_line,1,0,0,0.2392,command
0,server_main_loop,1,0,0,0.4067,server
0,ap_mpm_podx_killpg,5,0,0,0.1531,x
0,ap_reclaim_child_processes,3,0,0,0.1342,child
0,ap_remove_pid,2,0,0,0.4412,pid
0,ap_relieve_child_processes,2,0,0,0.1342,child
0,ap_mpm_safe_kill,1,0,0,0.2656,safe
0,ap_setup_listeners,1,0,0,0.1000,listeners
0,ap_mpm_podx_open,1,0,0,0.7104,open
0,srand,3,0,0,0.1142,and
0,ap_exists_config_define,12,2,4,0.6334,exists
0,ap_retained_data_get,1,0,0,0.1186,get
0,ap_retained_data_create,1,0,0,0.2200,create
0,apr_atomic_set32,1,0,0,0.5243,atomic
0,apr_atomic_add32,3,1,4,0.5243,atomic
0,apr_pollset_destroy,1,0,0,0.2222,poll
0,apr_proc_detach,3,2,8,0.5104,proc
0,ap_listen_pre_config,1,0,0,0.3030,listen
0,ap_hook_open_logs,3,0,0,0.7104,open
0,ap_hook_pre_config,20,0,0,0.2333,config
0,ap_hook_check_config,6,0,0,0.2333,config
0,ap_hook_mpm,1,0,0,0.1148,hook
0,ap_hook_mpm_query,1,0,0,0.4925,query
0,ap_hook_mpm_register_timed_callback,1,0,0,0.1148,hook
0,ap_hook_pre_read_request,1,0,0,0.5225,read
0,ap_hook_mpm_get_name,1,0,0,0.1817,name
0,ap_check_cmd_context,76,0,0,0.1491,cmd
0,atoi,144,4,14,0.1302,a
0,strtod,1,0,0,0.1163,strtod
0,apr_thread_cond_destroy,2,0,0,0.1811,thread
0,apr_thread_mutex_destroy,3,0,0,0.1811,thread
0,apr_atomic_casptr,3,0,0,0.5243,atomic
0,apr_thread_cond_create,2,0,0,0.2200,create
0,apr_thread_cond_signal,3,0,0,0.1811,thread
0,apr_thread_cond_wait,2,0,0,0.1811,thread
0,apr_thread_cond_broadcast,2,0,0,0.1811,thread
0,create_empty_config,4,0,0,0.2333,config
0,ap_run_insert_filter,3,0,0,0.2500,filter
0,invoke_filter_init,2,0,0,0.2500,filter
0,strchr,218,10,34,0.5271,strchr
0,apr_pmemdup,35,0,0,0.0618,apr
0,ap_run_handler,1,0,0,0.1165,run
0,ap_log_rerror_,1009,4,11,0.1142,error
0,ap_method_number_of,10,0,0,0.1603,number
0,getenv,11,2,7,0.3382,getenv
0,printf,167,0,0,0.0261,printf
0,apr_hash_make,42,1,3,0.1051,hash
0,ap_add_module_commands,2,0,0,0.6897,commands
0,rebuild_conf_hash,3,0,0,0.1051,hash
0,apr_hash_pool_get,5,0,0,0.1186,get
0,ap_str_tolower,49,0,0,0.1287,lower
0,apr_hash_get,78,3,10,0.1186,get
0,apr_hash_set,53,0,0,0.1051,hash
0,strlen,563,17,54,0.2098,strlen
0,__builtin___memcpy_chk,182,0,0,0.0456,in
0,ap_register_hooks,2,0,0,0.2222,hooks
0,ap_add_module,2,0,0,0.0822,ap
0,ap_remove_module,1,0,0,0.0822,ap
0,apr_hook_sort_all,6,0,0,0.2671,all
0,ap_log_perror_,43,0,0,0.0822,ap
0,apr_pstrcat,542,0,0,0.0618,apr
0,ap_find_command,1,0,0,0.2767,find
0,ap_resolve_env,2,0,0,0.3367,resolve
0,ap_find_command_in_modules,2,0,0,0.3214,modules
0,execute_now,1,0,0,5.0523,execute
0,ap_add_node,2,0,0,0.1968,node
0,ap_varbuf_init,5,0,0,0.2759,buf
0,ap_varbuf_cfg_getline,4,3,12,0.9091,cfg
0,memcmp,45,0,0,0.5755,memcmp
0,ap_build_config_sub,2,0,0,0.2333,config
0,ap_varbuf_free,5,0,0,0.2759,buf
0,ap_pcfg_strerror,3,0,0,0.0822,ap
0,ap_set_config_vectors,6,0,0,0.2333,config
0,invoke_cmd,2,0,0,0.1491,cmd
0,ap_walk_config_sub,1,0,0,0.2333,config
0,strtol,16,6,21,1.1778,strtol
0,ap_server_root_relative,50,5,20,0.4067,server
0,ap_reset_module_loglevels,3,0,0,0.0822,ap
0,apr_filepath_merge,16,0,0,1.1250,filepath
0,ap_soak_end_container,4,0,0,0.0822,ap
0,apr_cpystrn,36,0,0,0.0618,apr
0,ap_pcfg_open_custom,2,0,0,0.7104,open
0,ap_build_config,3,0,0,0.2333,config
0,ap_cfg_closefile,9,0,0,0.9091,cfg
0,ap_pcfg_openfile,7,4,14,0.7104,open
0,ap_is_directory,6,0,0,0.4437,is
0,apr_dir_open,12,8,28,0.7104,open
0,apr_dir_read,12,0,0,0.6482,dir
0,ap_make_full_path,15,0,0,0.3272,path
0,apr_dir_close,15,0,0,0.6482,dir
0,qsort,15,0,0,0.0000,qsort
0,process_resource_config_nofnmatch,4,0,0,0.3175,process
0,ap_process_resource_config,2,0,0,0.3175,process
0,apr_pstrndup,55,0,0,0.0618,apr
0,apr_fnmatch_test,9,0,0,1.1146,test
0,process_resource_config_fnmatch,3,0,0,0.3175,process
0,apr_fnmatch,10,0,0,0.0618,apr
0,apr_stat,59,8,31,0.1578,stat
0,apr_filepath_root,6,0,0,1.1250,filepath
0,ap_walk_config,12,0,0,0.2333,config
0,ap_run_open_htaccess,1,0,0,0.7104,open
0,ap_create_per_dir_config,9,0,0,0.6482,dir
0,apr_table_setn,245,1,4,0.1674,n
0,ap_parse_vhost_addrs,1,0,0,0.2254,parse
0,merge_server_configs,1,0,0,0.4067,server
0,ap_merge_per_dir_configs,15,0,0,0.6482,dir
0,ap_merge_log_config,2,0,0,0.2333,config
0,ap_core_reorder_directories,2,0,0,0.5217,directories
0,ap_init_vhost_config,1,0,0,0.2333,config
0,apr_file_open_stderr,11,0,0,0.7104,open
0,apr_sockaddr_info_get,28,12,40,0.5556,sockaddr
0,create_server_config,1,0,0,0.4067,server
0,create_default_per_dir_config,1,0,0,0.6482,dir
0,init_server_config,1,0,0,0.4067,server
0,init_config_globals,1,0,0,0.2333,config
0,process_command_config,2,0,0,0.3175,process
0,ap_check_mpm,1,0,0,0.0896,check
0,show_overrides,1,0,0,0.0052,show
0,apr_pool_userdata_get,15,4,11,0.1186,get
0,apr_pool_userdata_set,10,0,0,0.0925,userdata
0,count_directives_sub,2,0,0,0.4289,count
0,ap_reserve_module_slots,1,0,0,0.2222,slots
0,apr_file_close,102,3,12,0.5466,file
0,apr_file_open,49,20,72,0.7104,open
0,apr_file_flush,4,0,0,0.5466,file
0,apr_file_dup2,4,0,0,0.7500,dup2
0,apr_procattr_create,9,3,11,0.5104,proc
0,apr_procattr_dir_set,6,0,0,0.6482,dir
0,apr_procattr_io_set,7,1,3,0.5104,proc
0,apr_procattr_error_check_set,5,1,4,0.5104,proc
0,apr_procattr_child_errfn_set,5,1,3,1.1561,err
0,apr_tokenize_to_argv,5,0,0,2.3438,tokenize
0,apr_file_open_stdout,11,1,3,0.7104,open
0,apr_procattr_child_err_set,3,1,3,1.1561,err
0,apr_pool_note_subprocess,4,0,0,0.0618,apr
0,log_child,1,0,0,0.1342,child
0,strncasecmp,133,3,10,0.1940,strncasecmp
0,openlog,2,0,0,0.7104,open
0,apr_pool_parent_get,2,0,0,0.1186,get
0,open_error_log,2,0,0,0.7104,open
0,freopen,1,0,0,0.0000,freopen
0,apr_snprintf,73,1,4,0.0618,apr
0,ap_mpm_query,30,3,9,0.4925,query
0,ap_recent_ctime_ex,2,0,0,0.0834,time
0,cpystrn,12,0,0,0.0000,cpy
0,ap_find_module_short_name,1,0,0,0.2767,find
0,apr_strerror,15,0,0,0.0618,apr
0,ap_get_server_name,16,0,0,0.4067,server
0,ap_escape_errorlog_item,3,0,0,0.0822,ap
0,log_table_entry,3,0,0,0.1383,table
0,apr_base64_encode_len,5,2,8,0.2822,base
0,apr_base64_encode,5,0,0,0.2822,base
0,ap_run_generate_log_id,1,0,0,0.2633,id
0,ap_hook_generate_log_id,2,0,0,0.2633,id
0,ap_register_errorlog_handler,16,0,0,0.0851,handler
0,log_ctime,1,3,9,0.0834,time
0,log_module_name,1,0,0,0.1817,name
0,log_loglevel,1,0,0,0.0554,log
0,log_pid,3,0,0,0.4412,pid
0,log_tid,1,0,0,0.0554,log
0,log_file_line,1,0,0,0.5466,file
0,log_apr_status,1,0,0,0.3758,status
0,apr_vsnprintf,3,2,8,0.0667,vsnprintf
0,log_header,1,0,0,0.2757,header
0,__builtin___strcpy_chk,23,0,0,0.0456,in
0,apr_file_puts,17,1,3,0.5466,file
0,syslog,1,0,0,0.0000,syslog
0,add_log_id,2,0,0,0.2633,id
0,do_errorlog_format,1,0,0,0.0784,do
0,do_errorlog_default,1,0,0,0.2508,default
0,write_logline,1,0,0,0.3412,write
0,ap_run_error_log,1,0,0,0.1165,run
0,__builtin_va_start,26,0,0,1.1036,start
0,log_error_core,5,0,0,0.1142,error
0,__builtin_va_end,26,0,0,0.0456,in
0,ap_escape_html2,128,0,0,0.2638,2
0,apr_pvsprintf,5,0,0,0.0618,apr
0,__builtin___strcat_chk,6,0,0,0.0456,in
0,apr_file_remove,30,13,47,0.5466,file
0,apr_file_printf,164,0,0,0.5466,file
0,apr_file_read_full,16,3,11,0.5466,file
0,isdigit,38,0,0,0.2617,isdigit
0,apr_ctime,5,0,0,0.0834,time
0,abort,6,0,0,0.0020,abort
0,apr_procattr_child_in_set,2,0,0,0.5104,proc
0,apr_proc_other_child_register,2,0,0,0.5104,proc
0,close_handle_in_child,1,0,0,0.1342,child
0,apr_proc_other_child_unregister,4,0,0,0.5104,proc
0,piped_log_spawn,2,0,0,1.1429,spawn
0,apr_proc_kill,2,0,0,0.5104,proc
0,piped_log_cleanup_for_exec,1,0,0,0.1955,exec
0,apr_file_pipe_create_ex,2,0,0,0.6872,pipe
0,apr_pool_cleanup_kill,7,0,0,0.0618,apr
0,ap_open_piped_log_ex,1,0,0,0.7104,open
0,apr_pool_cleanup_run,4,0,0,0.1165,run
0,ap_show_mpm,6,0,0,0.0822,ap
0,apr_version_string,2,0,0,0.5018,version
0,apu_version_string,2,0,0,0.5018,version
0,show_mpm_settings,1,0,0,0.0548,settings
0,apr_terminate,5,0,0,0.1351,terminate
0,ap_abort_on_oom,5,0,0,0.2889,on
0,apr_app_initialize,10,1,3,0.2500,initialize
0,fprintf,133,0,0,0.0142,fprintf
0,apr_pool_abort_set,6,0,0,0.0618,apr
0,ap_open_stderr_log,1,0,0,0.7104,open
0,apr_filepath_name_get,12,0,0,1.1250,filepath
0,destroy_and_exit_process,21,0,0,0.3175,process
0,init_process,1,0,0,0.3175,process
0,ap_init_rng,1,0,0,0.0880,it
0,ap_setup_prelinked_modules,1,1,4,0.3214,modules
0,ap_run_rewrite_args,1,0,0,0.2050,args
0,apr_getopt_init,10,1,3,2.0870,getopt
0,apr_getopt,10,1,3,2.0870,getopt
0,ap_parse_log_level,3,1,3,0.2254,parse
0,usage,48,0,0,0.0230,usage
0,ap_show_modules,1,0,0,0.3214,modules
0,show_compile_settings,2,0,0,0.8298,compile
0,ap_replace_stderr_log,1,0,0,0.1210,stderr
0,ap_read_config,2,0,0,0.5225,read
0,ap_run_pre_config,2,2,8,0.2333,config
0,ap_process_config_tree,2,0,0,0.3175,process
0,ap_fixup_virtual_hosts,2,0,0,0.6667,hosts
0,ap_fini_vhost_config,2,0,0,0.2333,config
0,ap_run_check_config,2,2,8,0.2333,config
0,ap_show_directives,1,0,0,0.0822,ap
0,ap_run_test_config,1,0,0,1.1146,test
0,apr_dynamic_fn_retrieve,52,0,0,0.3409,fn
0,ap_run_open_logs,2,2,8,0.7104,open
0,ap_run_post_config,2,2,8,0.2333,config
0,apr_hook_deregister_all,1,0,0,0.2671,all
0,ap_clear_auth_internal,1,0,0,0.1466,auth
0,ap_run_optional_fn_retrieve,1,0,0,0.3409,fn
0,ap_run_mpm,1,0,0,0.1165,run
0,apr_pstrmemdup,58,0,0,0.0618,apr
0,apr_parse_addr_port,7,1,4,0.3480,addr
0,get_addresses,1,0,0,0.1186,get
0,hash_inaddr,1,0,0,0.3480,addr
0,hash_addr,2,0,0,0.3480,addr
0,apr_sockaddr_equal,6,0,0,0.5556,sockaddr
0,dump_a_vhost,2,1,2,0.2295,dump
0,new_name_chain,1,0,0,0.1817,name
0,ap_get_local_host,1,0,0,0.1186,get
0,find_default_server,2,0,0,0.4067,server
0,add_name_vhost_config,3,0,0,0.2333,config
0,new_ipaddr_chain,2,0,0,0.0272,new
0,find_ipaddr,2,0,0,0.2767,find
0,apr_getnameinfo,5,0,0,0.2400,getnameinfo
0,apr_sockaddr_ip_get,8,0,0,0.5556,sockaddr
0,dump_vhost_config,1,0,0,0.2333,config
0,apr_itoa,15,0,0,0.1302,a
0,islower,1,0,0,0.4437,is
0,isupper,4,0,0,0.4437,is
0,tolower,26,0,0,0.1287,lower
0,ap_strcasecmp_match,5,0,0,0.4186,match
0,matches_aliases,2,0,0,0.0000,matches
0,strncmp,92,7,22,0.3378,strncmp
0,fix_hostname,1,0,0,0.0665,fix
0,check_hostalias,1,0,0,0.0916,host
0,check_serverpath,1,0,0,0.4067,server
0,isalnum,17,0,0,0.0833,isalnum
0,iscntrl,3,0,0,0.6000,cntrl
0,isprint,4,0,0,0.4437,is
0,isspace,108,0,0,0.4437,is
0,apr_time_exp_gmt,6,0,0,0.2759,gmt
0,apr_time_exp_lt,24,0,0,1.4286,lt
0,apr_strftime,5,0,0,0.0889,strftime
0,ap_strcmp_match,7,0,0,0.8676,strcmp
0,ap_regfree,3,0,0,0.0822,ap
0,ap_regcomp,3,0,0,1.6364,regcomp
0,ap_varbuf_strmemcat,4,0,0,0.2759,buf
0,ap_varbuf_grow,6,0,0,0.2759,buf
0,regsub_core,3,0,0,0.0411,core
0,ap_getword,26,0,0,0.3595,word
0,ap_getword_white,16,0,0,0.3595,word
0,ap_getword_nulls,6,1,4,0.7143,nulls
0,substring_conf,2,0,0,0.0000,substring
0,apr_file_getc,6,0,0,0.5466,file
0,apr_file_gets,13,4,12,0.8878,gets
0,apr_file_info_get,9,2,7,0.5466,file
0,__builtin___memmove_chk,6,0,0,0.0456,in
0,ap_cfg_getline_core,2,0,0,0.9091,cfg
0,cfg_trim_line,2,0,0,0.9091,cfg
0,ap_size_list_item,1,0,0,0.1332,list
0,find_list_item,3,0,0,0.2767,find
0,isxdigit,12,1,2,0.2667,isxdigit
0,x2c,1,0,0,-1.0000,
0,unescape_url,5,0,0,0.5789,url
0,ap_run_default_port,15,5,15,0.2508,default
0,c2x,6,0,0,0.0000,c2x
0,ap_escape_path_segment_buffer,1,0,0,0.3272,path
0,ap_escape_urlencoded_buffer,3,0,0,0.0822,ap
0,isalpha,3,0,0,0.4437,is
0,toupper,12,0,0,0.0976,to
0,apr_gethostname,2,2,8,2.0000,gethostname
0,apr_base64_decode_len,2,0,0,0.2822,base
0,apr_base64_decode,2,0,0,0.2822,base
0,apr_strtoi64,4,1,3,0.2667,strtoi64
0,apr_strtoff,32,5,17,0.0618,apr
0,ap_str2_alnum,1,0,0,0.0822,ap
0,ap_discard_request_body,12,1,2,0.4444,discard
0,apr_brigade_create,100,0,0,0.2200,create
0,ap_get_brigade,60,5,18,0.1931,brigade
0,apr_brigade_destroy,49,0,0,0.1931,brigade
0,apr_bucket_pool_create,71,0,0,0.2632,bucket
0,apr_brigade_cleanup,91,0,0,0.1931,brigade
0,apr_allocator_free,1,0,0,0.0759,allocator
0,apr_pool_abort_get,2,2,6,0.1186,get
0,apr_pool_allocator_get,1,0,0,0.1186,get
0,apr_allocator_alloc,1,0,0,0.0759,allocator
0,apr_pstrcatv,5,0,0,0.0959,tv
0,write,3,0,0,0.3412,write
0,malloc,6,2,7,0.0554,malloc
0,calloc,2,1,3,0.8824,calloc
0,realloc,2,0,0,0.0804,realloc
0,getloadavg,1,0,0,0.1186,get
0,ap_make_dirstr_parent,21,0,0,0.6482,dir
0,apr_file_read,22,1,3,0.5466,file
0,apr_table_elts,31,0,0,0.1383,table
0,ap_escape_logitem,25,0,0,0.0822,ap
0,apr_table_addn,86,0,0,0.1674,n
0,add_unless_null,6,0,0,0.2150,null
0,apr_is_empty_table,8,2,8,0.4437,is
0,apr_table_make,55,0,0,0.1383,table
0,http2env,1,0,0,-1.0000,
0,env2env,1,0,0,-1.0000,
0,ap_psignature,8,0,0,0.1154,signature
0,ap_get_server_banner,10,0,0,0.4067,server
0,ap_get_server_name_for_url,7,0,0,0.5789,url
0,ap_get_server_port,13,0,0,0.4067,server
0,ap_get_remote_host,12,1,4,0.1186,get
0,ap_document_root,7,1,3,0.2497,root
0,ap_run_http_scheme,13,0,0,0.1765,scheme
0,ap_context_prefix,3,0,0,0.4179,prefix
0,ap_context_document_root,3,1,3,0.2497,root
0,ap_get_remote_logname,6,0,0,0.1186,get
0,apr_table_overlap,2,0,0,0.1383,table
0,original_uri,1,0,0,0.3609,uri
0,ap_find_path_info,3,0,0,0.3272,path
0,ap_sub_req_lookup_uri,16,1,4,0.4380,lookup
0,ap_os_escape_path,45,0,0,0.5283,os
0,ap_destroy_sub_req,29,0,0,0.0822,ap
0,apr_table_do,21,0,0,0.1383,table
0,ap_meets_conditions,9,0,0,0.0822,ap
0,apr_table_unset,108,0,0,0.1383,table
0,apr_table_overlay,20,0,0,0.1383,table
0,ap_content_type_tolower,1,0,0,0.1287,lower
0,ap_set_content_type,45,0,0,0.1176,content
0,apr_table_set,38,0,0,0.1383,table
0,ap_update_mtime,8,0,0,0.1667,mtime
0,apr_date_parse_http,18,0,0,0.2254,parse
0,ap_set_last_modified,6,0,0,0.1975,modified
0,apr_table_add,9,0,0,0.1383,table
0,ap_scan_script_header_err_core_ex,7,0,0,1.1561,err
0,__builtin___strncpy_chk,3,0,0,0.0456,in
0,apr_strtok,50,0,0,0.1544,strtok
0,ap_unescape_url,23,1,4,0.5789,url
0,argstr_to_table,2,0,0,0.2050,args
0,apr_md5_init,5,0,0,0.0880,it
0,apr_md5_update,5,0,0,0.0748,md5
0,apr_md5_final,5,0,0,0.0748,md5
0,ap_bin2hex,5,0,0,0.0822,ap
0,ap_md5_binary,3,0,0,0.3226,binary
0,apr_file_seek,9,1,4,0.5466,file
0,ap_md5contextTo64,1,0,0,0.0822,ap
0,cached_explode,2,0,0,0.1224,cached
0,ap_explode_recent_localtime,3,0,0,0.0951,local
0,ap_explode_recent_gmt,1,0,0,0.2759,gmt
0,apr_bucket_flush_create,24,0,0,0.2632,bucket
0,ap_bucket_eoc_create,2,0,0,0.2632,bucket
0,ap_pass_brigade,134,6,24,0.9091,pass
0,ap_update_child_status,13,0,0,0.3758,status
0,ap_flush_conn,4,0,0,0.1042,conn
0,ap_sock_disable_nagle,1,0,0,0.0822,ap
0,apr_socket_bind,6,6,24,0.6230,socket
0,apr_socket_listen,3,3,12,0.6230,socket
0,ap_get_server_protocol,4,0,0,0.4067,server
0,find_accf_name,1,0,0,0.2767,find
0,apr_socket_create,11,6,22,0.6230,socket
0,apr_socket_opt_get,1,0,0,0.6230,socket
0,make_sock,1,0,0,0.0678,make
0,ap_set_server_protocol,2,0,0,0.4067,server
0,open_listeners,1,0,0,0.7104,open
0,ap_apply_accept_filter,2,0,0,0.7075,accept
0,alloc_listener,1,0,0,0.2883,listener
